10000,4,0,0.017529,5.21183,0.008881
10000,4,1,0.025586,5.40672,0.011205
10000,4,2,0.019048,4.76098,0.012888
10000,4,3,0.020998,4.6192,0.014233
10000,4,4,0.021829,5.07818,0.014573
100000,0,0,0.244812,88.0831,0.074669
100000,0,1,0.268905,98.3087,0.124746
100000,0,2,0.246123,106.95,0.132611
100000,0,3,0.237784,118.117,0.148006
100000,0,4,0.262025,130.577,0.144495
100000,1,0,0.242228,89.2548,0.076451
100000,1,1,0.27647,97.0332,0.12469
100000,1,2,0.271211,103.193,0.142848
100000,1,3,0.279044,121.945,0.151335
100000,1,4,0.274257,135.046,0.151264
100000,2,0,0.242996,89.15,0.076633
100000,2,1,0.265908,97.2395,0.122177
100000,2,2,0.25009,102.288,0.141222
100000,2,3,0.256543,115.624,0.152343
100000,2,4,0.273325,127.487,0.150041
100000,3,0,0.243184,89.0714,0.076799
100000,3,1,0.26801,92.241,0.120223
100000,3,2,0.249385,108.448,0.137999
100000,3,3,0.256993,113.773,0.151916
100000,3,4,0.267622,131.723,0.154521
100000,4,0,0.205614,82.9095,0.072931
100000,4,1,0.251367,86.9144,0.132389
100000,4,2,0.27129,107.544,0.142026
100000,4,3,0.260195,111.016,0.151263
100000,4,4,0.263892,123.743,0.145544
